,id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,pub_rec_bankruptcies
13840,762932,18000.0,18000.0,17750.0, 60 MONTHS,12.99,409.47,C,C1,DICK'S SPORTING GOODS,3 YEARS,MORTGAGE,60000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,333XX,FL,19.66,0,2002-09-01,0,9,0,22107,48.2,23,0.0,0.0,20064.04,19784.7,13712.62,6287.44,0.0,63.98,11.5164,2015-07-01,409.47,2016-05-01,0.0
13844,775020,7000.0,7000.0,6975.0, 60 MONTHS,10.99,152.17,B,B3,ARINC,9 YEARS,MORTGAGE,120000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,HOME_IMPROVEMENT,741XX,OK,17.03,0,1985-01-01,0,14,0,19237,75.2,23,0.0,0.0,5661.17,5640.97,3477.15,1696.63,0.0,487.39,4.873899997,2014-05-01,25.28,2014-04-01,0.0
13847,774919,14000.0,14000.0,14000.0, 36 MONTHS,16.49,495.6,D,D3,VALET1,4 YEARS,RENT,45000.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,OTHER,852XX,AZ,14.03,0,2005-12-01,0,7,0,3898,40.2,12,0.0,0.0,4681.45,4681.45,1878.82,1088.24,0.0,1714.39,308.5902,2011-12-01,495.6,2012-05-01,0.0
13851,772043,3500.0,3500.0,3500.0, 60 MONTHS,10.59,75.39,B,B2,OLYMPIC COLLEGE,1 YEAR,RENT,54000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,OTHER,983XX,WA,8.38,0,1977-07-01,0,12,0,2183,11.5,36,0.0,0.0,2110.92,2110.92,1395.34,698.78,0.0,16.8,0.0,2013-10-01,75.39,2016-05-01,0.0
13856,774836,12925.0,12925.0,12925.0, 60 MONTHS,11.49,284.19,B,B4,LEAVERS LACE CORP,10+ YEARS,MORTGAGE,75000.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,028XX,RI,11.25,0,1982-08-01,1,19,0,20553,27.0,47,0.0,0.0,2271.87,2271.87,1318.58,939.98,0.0,13.31,0.0,2012-02-01,284.19,2016-04-01,0.0
13859,774758,2350.0,2350.0,2350.0, 36 MONTHS,12.99,79.17,C,C1,LAFAYETTE FORD,< 1 YEAR,OWN,36000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,SMALL_BUSINESS,283XX,NC,22.5,1,1999-08-01,3,5,0,65,3.6,13,0.0,0.0,412.16,412.16,217.94,98.02,0.0,96.2,0.94,2011-10-01,79.17,2012-03-01,0.0
13868,774609,7800.0,7800.0,7750.0, 60 MONTHS,17.99,198.03,E,E1,CRETE CARRIER CORP.,2 YEARS,RENT,45000.0,VERIFIED,2011-06-01,CHARGED OFF,CREDIT_CARD,921XX,CA,7.47,0,1999-03-01,0,10,0,9725,60.0,16,0.0,0.0,1781.65,1770.25,770.8,1001.39,0.0,9.46,0.0,2012-03-01,198.03,2016-04-01,0.0
13870,774573,8875.0,8875.0,8625.0, 36 MONTHS,11.99,294.74,B,B5,CLARK NEXSEN,2 YEARS,MORTGAGE,37000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,234XX,VA,19.2,0,2005-08-01,0,7,0,7207,90.1,8,0.0,0.0,8823.18,8574.65,6890.21,1654.93,0.0,278.04,2.780400003,2013-11-01,294.74,2014-04-01,0.0
13873,774455,4000.0,4000.0,4000.0, 60 MONTHS,12.99,91.0,C,C1,BJS WHOLESALE CLUB,3 YEARS,RENT,12000.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,MAJOR_PURCHASE,331XX,FL,11.0,0,2007-11-01,0,3,0,264,6.9,6,0.0,0.0,1637.33,1637.33,821.94,622.7,0.0,192.69,1.69,2012-10-01,91.0,2013-03-01,0.0
13876,773935,10000.0,10000.0,10000.0, 60 MONTHS,11.49,219.88,B,B4,N AND B MARINE SUPPLY,7 YEARS,RENT,43008.0,NOT VERIFIED,2011-06-01,CHARGED OFF,OTHER,086XX,NJ,19.95,0,2000-01-01,0,4,0,1014,15.6,11,0.0,0.0,8703.52,8703.52,5439.46,2618.5,15.0,630.56,6.3056,2014-07-01,377.16,2014-12-01,0.0
13879,774454,29000.0,29000.0,24299.99517, 60 MONTHS,20.99,784.39,F,F3,EAGLE MOUNTAIN- SAGINAW ISD,2 YEARS,MORTGAGE,58000.0,VERIFIED,2011-06-01,CHARGED OFF,HOME_IMPROVEMENT,761XX,TX,11.73,2,1999-03-01,0,8,0,18256,92.2,22,0.0,0.0,3619.12,3031.89,844.72,1504.82,0.0,1269.58,12.46,2011-09-01,784.39,2016-05-01,0.0
13889,774290,35000.0,34675.0,34650.0, 60 MONTHS,16.89,859.72,D,D4,STATE OF ILLINOIS,10+ YEARS,MORTGAGE,117600.0,VERIFIED,2011-06-01,CHARGED OFF,CREDIT_CARD,623XX,IL,10.97,0,1996-06-01,1,11,0,9223,23.2,27,0.0,0.0,12893.53,12884.35,6134.64,6758.89,0.0,0.0,0.0,2012-10-01,51.6,2016-05-01,0.0
13891,772732,2000.0,2000.0,1900.0, 36 MONTHS,18.39,72.7,E,E2,AFFORDABLE SPIRAL STAIRS,1 YEAR,RENT,24000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,OTHER,850XX,AZ,22.6,0,2006-05-01,3,3,0,0,,16,0.0,0.0,89.79,89.79,0.0,0.0,0.0,89.79,0.85,,0.0,2011-11-01,0.0
13898,774216,12000.0,12000.0,12000.0, 60 MONTHS,16.49,294.96,D,D3,DOCTOR CHARLES DORATO,10+ YEARS,RENT,48000.0,VERIFIED,2011-06-01,CHARGED OFF,SMALL_BUSINESS,100XX,NY,18.63,0,1988-11-01,0,9,0,11376,57.7,18,0.0,0.0,7138.55,7138.55,3642.22,3451.38,44.95127927,0.0,0.0,2013-07-01,30.19,2016-04-01,0.0
13901,773926,2000.0,2000.0,2000.0, 36 MONTHS,6.99,61.75,A,A3,,,MORTGAGE,26784.0,NOT VERIFIED,2011-06-01,CHARGED OFF,OTHER,216XX,MD,9.99,0,1973-05-01,0,8,0,828,5.3,23,0.0,0.0,1049.87,1049.87,835.69,150.07,0.0,64.11,11.5398,2012-10-01,61.75,2013-03-01,0.0
13906,774066,8400.0,8400.0,8400.0, 60 MONTHS,16.89,208.27,D,D4,"THE WET SEAL, INC.",< 1 YEAR,RENT,44400.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,WEDDING,926XX,CA,11.38,0,2001-05-01,0,10,0,6403,66.3,15,0.0,0.0,10586.73,10586.73,6259.35,3880.92,0.0,446.46,80.3628,2015-07-01,208.27,2016-01-01,0.0
13910,771972,12000.0,12000.0,12000.0, 60 MONTHS,16.89,297.53,D,D4,CLEVELAND HOUSING NETWORK,4 YEARS,MORTGAGE,49200.0,NOT VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,441XX,OH,23.0,0,1998-10-01,2,15,0,9930,62.5,35,0.0,0.0,3567.99,3567.99,1653.36,1914.63,0.0,0.0,0.0,2012-07-01,33.12,2016-05-01,0.0
13920,773791,32000.0,32000.0,32000.0, 60 MONTHS,14.79,757.76,C,C4,,6 YEARS,RENT,60000.0,VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,112XX,NY,19.64,0,2005-06-01,1,8,0,236,0.6,18,0.0,0.0,2180.09,2180.09,362.9,393.91,0.0,1423.28,13.76,2011-07-01,757.76,2011-12-01,0.0
13933,773414,12000.0,12000.0,12000.0, 60 MONTHS,13.49,276.06,C,C2,PRINT MEDIA,4 YEARS,RENT,48000.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,331XX,FL,19.13,0,1996-02-01,0,8,0,14383,81.7,13,0.0,0.0,4690.64,4690.64,2288.18,1845.07,0.0,557.39,5.2,2012-09-01,276.06,2013-02-01,0.0
13946,773111,2400.0,2400.0,2400.0, 36 MONTHS,8.49,75.76,A,A5,URS CORP,3 YEARS,RENT,22800.0,NOT VERIFIED,2011-06-01,CHARGED OFF,CAR,984XX,WA,5.26,0,1995-12-01,1,3,0,797,5.0,3,0.0,0.0,2277.69,2277.69,1882.42,310.48,14.99771458,69.79,0.6979,2013-11-01,393.8,2014-04-01,0.0
13947,773092,8000.0,8000.0,7925.0, 36 MONTHS,17.49,287.18,D,D5,,10+ YEARS,RENT,25000.0,VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,921XX,CA,18.72,0,1994-09-01,0,4,0,20802,99.5,5,0.0,0.0,7393.5,7324.07,4574.44,2342.35,0.0,476.71,4.7671,2013-11-01,287.73,2014-01-01,0.0
13959,772827,20000.0,20000.0,19950.0, 60 MONTHS,11.49,439.76,B,B4,LOWES,10+ YEARS,MORTGAGE,42000.0,VERIFIED,2011-06-01,CHARGED OFF,HOME_IMPROVEMENT,703XX,LA,4.97,0,1997-08-01,2,8,0,4812,7.6,26,0.0,0.0,7914.4,7894.8,4818.17,3096.23,0.0,0.0,0.0,2013-01-01,66.06,2016-05-01,0.0
13969,772782,12325.0,12325.0,12075.0, 60 MONTHS,11.49,271.0,B,B4,KAPPA GRAPHICS,2 YEARS,RENT,42000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,HOUSE,186XX,PA,17.03,0,1998-09-01,1,11,0,29254,33.6,18,0.0,0.0,12325.0,12075.0,0.0,0.0,0.0,12325.0,0.0,,0.0,2016-05-01,0.0
13971,769636,7000.0,7000.0,7000.0, 60 MONTHS,17.49,175.82,D,D5,M.A. INDUSTRIES,6 YEARS,MORTGAGE,42000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,MAJOR_PURCHASE,302XX,GA,10.0,0,2001-02-01,1,7,0,8805,59.9,10,0.0,0.0,659.15,659.15,147.9,201.94,0.0,309.31,2.96,2011-08-01,175.82,2012-01-01,0.0
13988,772516,18000.0,18000.0,17950.0, 60 MONTHS,15.99,437.63,D,D2,DOJ-BOP,< 1 YEAR,RENT,38616.0,VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,425XX,KY,21.47,0,2000-01-01,1,7,0,8445,68.1,13,0.0,0.0,6562.97,6544.91,3242.23,3320.74,0.0,0.0,0.0,2012-10-01,25.18,2016-05-01,0.0
13989,772326,28000.0,28000.0,27975.0, 60 MONTHS,19.69,737.01,E,E5,INSIGHT,8 YEARS,MORTGAGE,160000.0,VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,433XX,OH,16.15,0,1997-06-01,2,16,0,28522,93.5,40,0.0,0.0,30033.75,30007.09,13421.53,13110.83,0.0,3501.39,630.2502,2014-07-01,111.56,2014-11-01,0.0
13993,772405,35000.0,35000.0,34950.0, 60 MONTHS,20.62,939.41,F,F2,LG-ERICSSON,4 YEARS,MORTGAGE,120000.0,VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,840XX,UT,20.14,0,1998-11-01,2,9,0,70276,81.7,22,0.0,0.0,51745.45,51671.58,30788.51,20909.99,46.94600026,0.0,0.0,2016-01-01,939.41,2016-05-01,0.0
13994,771171,18000.0,18000.0,18000.0, 36 MONTHS,22.48,691.91,G,G2,TRAPEZE NETWORKS,10+ YEARS,MORTGAGE,300000.0,VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,023XX,MA,19.32,0,1984-10-01,0,26,0,70177,74.9,43,0.0,0.0,13719.62,13719.62,8000.64,5136.91,0.0,582.07,6.19,2013-01-01,691.91,2013-06-01,0.0
14001,772290,6000.0,6000.0,6000.0, 36 MONTHS,11.99,199.26,B,B5,HMG,3 YEARS,MORTGAGE,100000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,HOME_IMPROVEMENT,442XX,OH,17.88,2,1993-04-01,1,11,0,13654,73.6,29,0.0,0.0,3585.78,3585.78,2731.65,854.13,0.0,0.0,0.0,2012-12-01,199.26,2016-05-01,0.0
14011,772112,30225.0,30225.0,30175.0, 60 MONTHS,13.99,703.13,C,C3,SODEXO,4 YEARS,MORTGAGE,52000.0,VERIFIED,2011-06-01,CHARGED OFF,SMALL_BUSINESS,360XX,AL,17.1,0,2002-02-01,3,9,0,9380,28.0,32,0.0,0.0,10593.25,10575.76,4887.41,4243.14,0.0,1462.7,13.91,2012-07-01,703.13,2012-12-01,0.0
14027,770836,15400.0,15400.0,15400.0, 60 MONTHS,17.49,386.8,D,D5,CITY OF BROKEN ARROW,10+ YEARS,MORTGAGE,75000.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,740XX,OK,10.77,0,2001-07-01,1,8,0,14315,91.2,15,0.0,0.0,13283.35,13283.35,6265.58,5722.31,0.0,1295.46,12.9546,2014-02-01,79.61,2014-06-01,0.0
14032,765661,12600.0,12600.0,12600.0, 60 MONTHS,19.69,331.66,E,E5,JB TYLER INDUSTRIES,10+ YEARS,RENT,75000.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,CREDIT_CARD,926XX,CA,6.37,0,1999-02-01,2,14,0,13844,82.1,31,0.0,0.0,3646.39,3646.39,1484.61,2144.29,0.0,17.49,0.0,2012-05-01,331.66,2016-05-01,0.0
14034,771730,2000.0,2000.0,2000.0, 36 MONTHS,13.99,68.35,C,C3,AMARILLO VENOM FOOTBALL,2 YEARS,RENT,27600.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,OTHER,791XX,TX,2.83,0,2004-09-01,2,8,0,1456,58.2,12,0.0,0.0,310.37,310.37,136.28,68.17,0.0,105.92,19.0656,2011-09-01,68.35,2012-02-01,0.0
14053,769906,7200.0,7200.0,7175.0, 60 MONTHS,13.49,165.64,C,C2,WESTIN,6 YEARS,RENT,63996.0,NOT VERIFIED,2011-06-01,CHARGED OFF,OTHER,330XX,FL,1.09,0,2004-03-01,1,5,0,533,7.6,10,0.0,0.0,7888.88,7861.56,5306.07,2525.25,30.0,27.56,0.0,2015-04-01,320.0,2016-05-01,0.0
14055,771377,10000.0,10000.0,10000.0, 36 MONTHS,17.99,361.48,E,E1,MACY'S EAST INC.,10+ YEARS,RENT,31504.27,VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,112XX,NY,11.5,0,1997-05-01,0,9,0,9702,93.3,13,0.0,0.0,7865.89,7865.89,5163.44,2408.32,0.0,294.13,3.21,2013-03-01,361.48,2013-09-01,0.0
14060,771451,4650.0,4650.0,4650.0, 36 MONTHS,13.49,157.78,C,C2,BERTIE MIDDLE SCHOOL,3 YEARS,RENT,43000.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,278XX,NC,10.35,0,2000-09-01,2,11,0,2166,35.2,45,0.0,0.0,2687.73,2687.73,1789.85,724.54,0.0,173.34,1.79,2012-11-01,210.37,2013-03-01,0.0
14065,769763,12800.0,12800.0,12800.0, 60 MONTHS,11.49,281.45,B,B4,KERNERSVILLE FIRE DEPARTMENT,5 YEARS,MORTGAGE,40000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,HOME_IMPROVEMENT,273XX,NC,20.04,0,2000-05-01,0,13,0,24723,51.4,27,0.0,0.0,1968.77,1968.77,1133.96,817.71,0.0,17.1,5.48,2012-01-01,281.45,2016-05-01,0.0
14074,771304,13175.0,13175.0,13175.0, 60 MONTHS,11.99,293.01,B,B5,CHARTER SCHOOLS USA,< 1 YEAR,MORTGAGE,85000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,SMALL_BUSINESS,330XX,FL,9.77,1,2000-05-01,0,6,0,23315,56.9,12,0.0,0.0,7554.22,7554.22,4337.71,2677.6,14.96006962,523.95,5.075500002,2013-07-01,586.02,2013-11-01,0.0
14087,770980,4600.0,4600.0,4600.0, 60 MONTHS,20.62,123.47,F,F2,GCRMC,1 YEAR,RENT,48996.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,883XX,NM,9.58,0,2007-04-01,1,10,0,3853,91.7,18,0.0,0.0,1741.46,1741.46,584.45,895.04,14.97934721,246.99,2.21,2012-06-01,123.47,2016-03-01,0.0
14089,737936,21600.0,21600.0,21600.0, 60 MONTHS,22.85,607.06,G,G3,GENERAL DYNAMICS,10+ YEARS,MORTGAGE,94000.0,VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,076XX,NJ,18.79,0,2004-01-01,1,7,0,23895,94.8,12,0.0,0.0,10212.44,10212.44,2624.07,6484.26,0.0,1104.11,10.71,2012-12-01,608.0,2016-04-01,0.0
14096,770892,8400.0,8400.0,8400.0, 60 MONTHS,15.99,204.23,D,D2,STEVENS AVIATION,6 YEARS,MORTGAGE,163400.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,OTHER,296XX,SC,4.16,5,1999-12-01,1,7,0,10,0.4,15,0.0,0.0,8496.0,8496.0,4660.19,3267.78,0.0,568.03,5.310300002,2014-09-01,204.23,2015-01-01,0.0
14100,770865,4500.0,4500.0,4500.0, 36 MONTHS,15.62,157.37,D,D1,BALOUS JEWELERS,7 YEARS,MORTGAGE,36000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,HOME_IMPROVEMENT,275XX,NC,7.8,3,1995-04-01,0,8,0,2574,49.5,14,0.0,0.0,3814.46,3814.46,2365.37,935.2,0.0,513.89,92.5002,2013-03-01,157.37,2013-05-01,0.0
14103,770819,6000.0,6000.0,6000.0, 36 MONTHS,10.99,196.41,B,B3,HENRY FORD VILLAGE (ERICKSON RETIREMENT),2 YEARS,RENT,74000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,481XX,MI,15.86,0,1998-12-01,1,9,0,2931,66.6,28,0.0,0.0,2356.58,2356.58,1776.61,567.91,0.0,12.06,0.0,2012-06-01,196.41,2016-04-01,0.0
14113,770669,1000.0,1000.0,1000.0, 36 MONTHS,8.49,31.57,A,A5,KIDZ EXPRESS,5 YEARS,RENT,9600.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,MOVING,605XX,IL,9.75,0,2004-07-01,0,3,0,1603,33.4,3,0.0,0.0,387.55,387.55,278.3,67.87,0.0,41.38,0.41,2012-05-01,31.57,2012-10-01,0.0
14121,770284,16000.0,16000.0,15950.0, 60 MONTHS,12.99,363.97,C,C1,SCHWANS,< 1 YEAR,MORTGAGE,32000.0,VERIFIED,2011-06-01,CHARGED OFF,SMALL_BUSINESS,244XX,VA,9.26,0,2002-12-01,0,5,0,27265,64.5,10,0.0,0.0,4483.18,4469.17,2200.23,1801.94,0.0,481.01,5.64,2012-06-01,28.16,2012-10-01,0.0
14126,770177,6000.0,6000.0,6000.0, 60 MONTHS,16.49,147.48,D,D3,DYNA WEB SOLUTIONS,4 YEARS,RENT,95004.0,VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,072XX,NJ,1.48,0,2006-10-01,1,4,0,8038,69.9,6,0.0,0.0,702.53,702.53,196.74,243.36,0.0,262.43,2.48,2011-09-01,147.48,2012-02-01,0.0
14132,767988,2000.0,2000.0,2000.0, 36 MONTHS,5.42,60.32,A,A1,,,MORTGAGE,12600.0,NOT VERIFIED,2011-06-01,CHARGED OFF,MAJOR_PURCHASE,325XX,FL,6.1,0,1998-09-01,0,11,0,1078,8.8,15,0.0,0.0,361.02,361.02,310.44,50.58,0.0,0.0,0.0,2011-12-01,60.32,2011-12-01,0.0
14144,769930,12000.0,12000.0,12000.0, 60 MONTHS,19.69,315.87,E,E5,CARRINGTON COLLEGE,4 YEARS,RENT,40512.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,895XX,NV,16.23,0,2002-04-01,1,12,0,8437,90.7,32,0.0,0.0,5683.81,5683.81,2451.86,3231.95,0.0,0.0,0.0,2013-01-01,37.08,2016-05-01,0.0
14149,769744,5425.0,5425.0,5425.0, 36 MONTHS,10.59,176.56,B,B2,MODIS,< 1 YEAR,RENT,83200.0,NOT VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,554XX,MN,16.62,0,1992-01-01,1,10,0,42581,76.5,33,0.0,0.0,1057.68,1057.68,788.09,269.59,0.0,0.0,0.0,2011-12-01,176.56,2016-05-01,0.0
14151,769818,6000.0,6000.0,6000.0, 36 MONTHS,10.99,196.41,B,B3,PRUDENTIAL,3 YEARS,RENT,60000.0,VERIFIED,2011-06-01,CHARGED OFF,MOVING,070XX,NJ,18.2,0,2005-11-01,0,7,0,7345,85.4,10,0.0,0.0,5705.62,5705.62,4483.51,1015.13,0.0,206.98,2.069800003,2013-11-01,30.36,2014-03-01,0.0
14153,769795,17000.0,17000.0,17000.0, 60 MONTHS,11.49,373.79,B,B4,GEICO INSURANCE,6 YEARS,RENT,60000.0,VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,117XX,NY,16.14,0,2002-09-01,0,10,0,1219,27.1,17,0.0,0.0,9977.64,9977.64,4806.01,2972.76,0.0,2198.87,368.56,2013-03-01,373.79,2013-08-01,0.0
14155,769803,1550.0,1550.0,1550.0, 36 MONTHS,7.49,48.21,A,A4,LEEDS WORLD,5 YEARS,MORTGAGE,22000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,HOME_IMPROVEMENT,156XX,PA,24.87,0,2007-04-01,0,7,0,66,0.5,10,0.0,0.0,1397.39,1397.39,1124.52,171.48,0.0,101.39,18.2502,2013-09-01,48.21,2014-01-01,0.0
14156,768995,7750.0,7750.0,7750.0, 36 MONTHS,9.99,250.04,B,B1,IBM,9 YEARS,RENT,112000.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,945XX,CA,15.34,0,1998-12-01,2,13,0,30371,30.0,26,0.0,0.0,831.53,831.53,371.71,127.19,0.0,332.63,3.25,2011-08-01,250.04,2012-01-01,0.0
14160,769706,5000.0,5000.0,4875.0, 60 MONTHS,17.99,126.94,E,E1,,5 YEARS,MORTGAGE,60000.0,VERIFIED,2011-06-01,CHARGED OFF,MAJOR_PURCHASE,207XX,MD,3.54,1,2006-12-01,3,4,0,12,0.9,12,0.0,0.0,3139.75,3061.17,1403.94,1500.11,14.87319435,220.83,2.01,2013-05-01,126.94,2013-10-01,0.0
14168,768277,13725.0,13725.0,13725.0, 60 MONTHS,11.49,301.78,B,B4,MONTANA RESOURCES,8 YEARS,MORTGAGE,80000.0,NOT VERIFIED,2011-06-01,CHARGED OFF,SMALL_BUSINESS,597XX,MT,7.18,0,1995-06-01,1,9,0,26859,63.6,47,0.0,0.0,6311.18,6311.18,3913.24,2382.98,14.96747037,0.0,0.0,2013-03-01,301.78,2016-05-01,0.0
14169,769643,6775.0,6775.0,6775.0, 36 MONTHS,10.59,220.5,B,B2,LAS VEGAS METRO POLICE DEPARTMENT,5 YEARS,MORTGAGE,84000.0,NOT VERIFIED,2011-05-01,CHARGED OFF,CREDIT_CARD,891XX,NV,21.34,0,2000-04-01,0,13,0,8318,78.5,30,0.0,0.0,2592.65,2592.65,1844.32,576.45,0.0,171.88,1.93,2012-05-01,220.5,2012-10-01,0.0
14189,769491,7150.0,7150.0,7150.0, 36 MONTHS,15.99,251.34,D,D2,"TELLAS, LTD.",10+ YEARS,RENT,64500.0,NOT VERIFIED,2011-05-01,CHARGED OFF,DEBT_CONSOLIDATION,076XX,NJ,23.81,0,1999-06-01,1,11,0,18701,94.0,28,0.0,0.0,3517.62,3517.62,2375.05,1129.57,0.0,13.0,0.0,2012-08-01,251.34,2016-05-01,0.0
14195,769325,5125.0,5125.0,5125.0, 36 MONTHS,6.99,158.23,A,A3,ADRIAN FARMS,6 YEARS,MORTGAGE,34800.0,NOT VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,561XX,MN,22.72,0,2001-05-01,0,8,0,18071,53.6,16,0.0,0.0,2018.14,2018.14,1587.63,307.29,0.0,123.22,1.59,2012-06-01,158.23,2012-11-01,0.0
14199,769206,19000.0,19000.0,18975.0, 60 MONTHS,12.99,432.22,C,C1,ENTERPRISE HOLDINGS LLC,10+ YEARS,RENT,104004.0,VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,236XX,VA,18.65,0,1995-08-01,0,16,0,39404,32.0,47,0.0,0.0,19775.44,19749.66,12302.88,6251.54,0.0,1221.02,219.7836,2015-01-01,432.22,2015-06-01,0.0
14205,767654,19200.0,19200.0,19200.0, 60 MONTHS,17.49,482.25,D,D5,MINOVA USA INC,3 YEARS,OWN,46200.0,NOT VERIFIED,2011-05-01,CHARGED OFF,DEBT_CONSOLIDATION,255XX,WV,17.25,1,2001-01-01,1,10,0,6520,60.4,17,0.0,0.0,3445.23,3445.23,1041.21,1368.24,0.0,1035.78,186.4404,2011-11-01,482.25,2012-04-01,0.0
14212,733448,10800.0,10800.0,10800.0, 36 MONTHS,13.99,369.07,C,C3,"HOANA MEDICAL, INC",2 YEARS,RENT,48000.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,968XX,HI,9.03,2,1985-05-01,1,6,1,4767,56.3,16,0.0,0.0,11025.07,11025.07,8474.29,2227.99,0.0,322.79,3.227899996,2013-11-01,27.26,2014-03-01,0.0
14220,768963,3450.0,3450.0,3450.0, 36 MONTHS,11.99,114.58,B,B5,V.B.Z. AND SONS INC.,5 YEARS,RENT,25000.0,VERIFIED,2011-05-01,CHARGED OFF,DEBT_CONSOLIDATION,932XX,CA,16.94,0,2007-06-01,0,7,0,3626,53.3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2016-05-01,0.0
14221,768946,8000.0,8000.0,8000.0, 60 MONTHS,20.25,213.07,F,F1,ALLSTATE,1 YEAR,RENT,31200.0,SOURCE VERIFIED,2011-06-01,CHARGED OFF,DEBT_CONSOLIDATION,405XX,KY,21.12,0,1999-03-01,0,14,0,13629,76.8,26,0.0,0.0,9935.75,9935.75,4962.32,4382.92,15.0,575.51,103.5918,2015-03-01,441.14,2015-07-01,0.0
14224,767989,18000.0,18000.0,17875.0, 60 MONTHS,16.49,442.43,D,D3,TOWN OF ISLIP,8 YEARS,MORTGAGE,65000.0,SOURCE VERIFIED,2011-05-01,CHARGED OFF,DEBT_CONSOLIDATION,117XX,NY,13.2,0,1995-12-01,1,13,1,24867,71.7,26,0.0,0.0,3093.58,3072.16,1421.59,1671.99,0.0,0.0,0.0,2012-01-01,442.43,2016-04-01,1.0
14255,768524,6100.0,6100.0,6100.0, 36 MONTHS,14.79,210.84,C,C4,USPS POST OFFICE,4 YEARS,MORTGAGE,72000.0,NOT VERIFIED,2011-05-01,CHARGED OFF,HOME_IMPROVEMENT,446XX,OH,19.78,0,1999-06-01,1,14,1,13635,87.4,32,0.0,0.0,6016.67,6016.67,3396.62,1231.3,0.0,1388.75,94.3506,2013-04-01,210.84,2013-07-01,1.0
14256,768552,1000.0,1000.0,1000.0, 60 MONTHS,13.49,23.01,C,C2,,,RENT,30000.0,NOT VERIFIED,2011-05-01,CHARGED OFF,OTHER,134XX,NY,9.88,0,1999-11-01,1,8,0,5947,58.9,10,0.0,0.0,129.64,129.64,59.84,54.82,14.97295969,0.0,0.0,2011-11-01,61.02,2016-04-01,0.0
